genre_group,n_chapters,mean_happiness,median_happiness,sd_happiness,mean_coverage,mean_word_count,mean_matched_tokens
children,240,5.422391817586296,5.426169597201446,0.061817908408236484,0.9208453948272252,3161.0625,2917.1541666666667
gothic_horror,160,5.381873682593268,5.382524246987833,0.061172585975508356,0.9082636583092185,3705.20625,3350.4875
