genre_group,n_chapters,mean_happiness,median_happiness,sd_happiness,mean_coverage,mean_word_count,mean_matched_tokens
children,238,5.420841938632834,5.426529999252091,0.06466242327243951,0.9189360905638525,3355.7436974789916,3090.86974789916
gothic_horror,127,5.3901602072901325,5.384811298911785,0.056889144643020396,0.9072819384869699,4343.755905511811,3933.8267716535433
